"Locale","Property ID","Property Name","Purchase Price","Base Income (/s)","Upgrade Description","Upgrade Cost","New Income (/s)"
"Lisbon, Portugal","luxury_apartment_lisbon","Luxury Apartment",500000.0,825.0,"Marble Floors",150000.0,1072.5
"Lisbon, Portugal","luxury_apartment_lisbon","Luxury Apartment",500000.0,825.0,"Rooftop Terrace",250000.0,1402.5
"Lisbon, Portugal","luxury_apartment_lisbon","Luxury Apartment",500000.0,825.0,"Private Gym",350000.0,1897.5
"Lisbon, Portugal","historic_manor","Historic Manor",1000000.0,1750.0,"Restored Facade",300000.0,2275.0
"Lisbon, Portugal","historic_manor","Historic Manor",1000000.0,1750.0,"Grand Hall",500000.0,2975.0
"Lisbon, Portugal","historic_manor","Historic Manor",1000000.0,1750.0,"Luxury Spa",700000.0,4025.0
"Lisbon, Portugal","seaside_mansion","Seaside Mansion",2500000.0,4625.0,"Private Beach",750000.0,6012.5
"Lisbon, Portugal","seaside_mansion","Seaside Mansion",2500000.0,4625.0,"Infinity Pool",1250000.0,7862.5
"Lisbon, Portugal","seaside_mansion","Seaside Mansion",2500000.0,4625.0,"Smart Security",1750000.0,10637.5
"Lisbon, Portugal","cliffside_estate","Cliffside Estate",5000000.0,9750.0,"Sky Terrace",1500000.0,12675.0
"Lisbon, Portugal","cliffside_estate","Cliffside Estate",5000000.0,9750.0,"Helipad",2500000.0,16575.0
"Lisbon, Portugal","cliffside_estate","Cliffside Estate",5000000.0,9750.0,"Private Marina",3500000.0,22425.0
"Lisbon, Portugal","lisbon_palace","Lisbon Palace",10000000.0,20500.0,"Grand Ballroom",3000000.0,26650.0
"Lisbon, Portugal","lisbon_palace","Lisbon Palace",10000000.0,20500.0,"Helipad",5000000.0,34850.0
"Lisbon, Portugal","lisbon_palace","Lisbon Palace",10000000.0,20500.0,"Luxury Suites",7000000.0,47150.0
"Bucharest, Romania","panel_flat","Panel Flat",7500.0,8.625,"Insulation",2250.0,11.21
"Bucharest, Romania","panel_flat","Panel Flat",7500.0,8.625,"New Windows",3750.0,14.66
"Bucharest, Romania","panel_flat","Panel Flat",7500.0,8.625,"AC Unit",5250.0,19.84
"Bucharest, Romania","brick_apartment","Brick Apartment",15000.0,18.75,"Balcony",4500.0,24.38
"Bucharest, Romania","brick_apartment","Brick Apartment",15000.0,18.75,"Modern Kitchen",7500.0,31.88
"Bucharest, Romania","brick_apartment","Brick Apartment",15000.0,18.75,"Solar Panels",10500.0,43.13
"Bucharest, Romania","modern_condo_bucharest","Modern Condo",30000.0,40.5,"Security System",9000.0,52.65
"Bucharest, Romania","modern_condo_bucharest","Modern Condo",30000.0,40.5,"Rooftop Access",15000.0,68.85
"Bucharest, Romania","modern_condo_bucharest","Modern Condo",30000.0,40.5,"Smart AC",21000.0,93.15
"Bucharest, Romania","renovated_loft","Renovated Loft",75000.0,108.75,"Exposed Brick",22500.0,141.38
"Bucharest, Romania","renovated_loft","Renovated Loft",75000.0,108.75,"Open Plan",37500.0,184.88
"Bucharest, Romania","renovated_loft","Renovated Loft",75000.0,108.75,"Luxury Bath",52500.0,250.13
"Bucharest, Romania","gated_unit","Gated Unit",150000.0,232.5,"Security Gate",45000.0,302.25
"Bucharest, Romania","gated_unit","Gated Unit",150000.0,232.5,"Pool Addition",75000.0,395.25
"Bucharest, Romania","gated_unit","Gated Unit",150000.0,232.5,"Smart Home",105000.0,534.75
"Bucharest, Romania","high_rise_suite_bucharest","High-Rise Suite",300000.0,495.0,"Panoramic Windows",90000.0,643.5
"Bucharest, Romania","high_rise_suite_bucharest","High-Rise Suite",300000.0,495.0,"Private Terrace",150000.0,841.5
"Bucharest, Romania","high_rise_suite_bucharest","High-Rise Suite",300000.0,495.0,"Gym Room",210000.0,1138.5
"Bucharest, Romania","luxury_flat_bucharest","Luxury Flat",750000.0,1312.5,"Marble Floors",225000.0,1706.25
"Bucharest, Romania","luxury_flat_bucharest","Luxury Flat",750000.0,1312.5,"Home Theater",375000.0,2231.25
"Bucharest, Romania","luxury_flat_bucharest","Luxury Flat",750000.0,1312.5,"Rooftop Lounge",525000.0,3018.75
"Bucharest, Romania","urban_villa","Urban Villa",1500000.0,2775.0,"Private Garden",450000.0,3607.5
"Bucharest, Romania","urban_villa","Urban Villa",1500000.0,2775.0,"Infinity Pool",750000.0,4717.5
"Bucharest, Romania","urban_villa","Urban Villa",1500000.0,2775.0,"Smart Security",1050000.0,6382.5
"Bucharest, Romania","city_penthouse","City Penthouse",3000000.0,5850.0,"Sky Deck",900000.0,7605.0
"Bucharest, Romania","city_penthouse","City Penthouse",3000000.0,5850.0,"Private Pool",1500000.0,9945.0
"Bucharest, Romania","city_penthouse","City Penthouse",3000000.0,5850.0,"Luxury Spa",2100000.0,13455.0
"Bucharest, Romania","bucharest_tower","Bucharest Tower",7500000.0,15375.0,"Sky Lounge",2250000.0,19987.5
"Bucharest, Romania","bucharest_tower","Bucharest Tower",7500000.0,15375.0,"Helipad",3750000.0,26137.5
"Bucharest, Romania","bucharest_tower","Bucharest Tower",7500000.0,15375.0,"Private Elevator",5250000.0,35362.5
"Berlin, Germany","studio_flat","Studio Flat",25000.0,28.75,"Loft Bed",7500.0,37.38
"Berlin, Germany","studio_flat","Studio Flat",25000.0,28.75,"Smart Storage",12500.0,48.88
"Berlin, Germany","studio_flat","Studio Flat",25000.0,28.75,"AC Unit",17500.0,66.13
"Berlin, Germany","loft_space","Loft Space",50000.0,62.5,"Exposed Brick",15000.0,81.25
"Berlin, Germany","loft_space","Loft Space",50000.0,62.5,"Open Plan",25000.0,106.25
"Berlin, Germany","loft_space","Loft Space",50000.0,62.5,"Skylights",35000.0,143.75
"Berlin, Germany","renovated_warehouse","Renovated Warehouse",100000.0,135.0,"Industrial Windows",30000.0,175.5
"Berlin, Germany","renovated_warehouse","Renovated Warehouse",100000.0,135.0,"Mezzanine",50000.0,229.5
"Berlin, Germany","renovated_warehouse","Renovated Warehouse",100000.0,135.0,"Smart Heating",70000.0,310.5
"Berlin, Germany","modern_apartment_berlin","Modern Apartment",250000.0,362.5,"Balcony Garden",75000.0,471.25
"Berlin, Germany","modern_apartment_berlin","Modern Apartment",250000.0,362.5,"Smart AC",125000.0,616.25
"Berlin, Germany","modern_apartment_berlin","Modern Apartment",250000.0,362.5,"Luxury Kitchen",175000.0,833.75
"Berlin, Germany","artist_condo","Artist Condo",500000.0,775.0,"Studio Space",150000.0,1007.5
"Berlin, Germany","artist_condo","Artist Condo",500000.0,775.0,"Rooftop Terrace",250000.0,1317.5
"Berlin, Germany","artist_condo","Artist Condo",500000.0,775.0,"Soundproofing",350000.0,1782.5
"Berlin, Germany","riverfront_suite","Riverfront Suite",1000000.0,1650.0,"River Deck",300000.0,2145.0
"Berlin, Germany","riverfront_suite","Riverfront Suite",1000000.0,1650.0,"Private Gym",500000.0,2805.0
"Berlin, Germany","riverfront_suite","Riverfront Suite",1000000.0,1650.0,"Smart Home",700000.0,3795.0
"Berlin, Germany","luxury_loft","Luxury Loft",2500000.0,4375.0,"Sky Windows",750000.0,5687.5
"Berlin, Germany","luxury_loft","Luxury Loft",2500000.0,4375.0,"Home Theater",1250000.0,7437.5
"Berlin, Germany","luxury_loft","Luxury Loft",2500000.0,4375.0,"Private Pool",1750000.0,10062.5
"Berlin, Germany","high_rise_tower_berlin","High-Rise Tower",5000000.0,9250.0,"Sky Lounge",1500000.0,12025.0
"Berlin, Germany","high_rise_tower_berlin","High-Rise Tower",5000000.0,9250.0,"Helipad",2500000.0,15725.0
"Berlin, Germany","high_rise_tower_berlin","High-Rise Tower",5000000.0,9250.0,"Luxury Spa",3500000.0,21275.0
"Berlin, Germany","tech_villa","Tech Villa",10000000.0,19500.0,"Smart Home System",3000000.0,25350.0
"Berlin, Germany","tech_villa","Tech Villa",10000000.0,19500.0,"Helipad",5000000.0,33150.0
"Berlin, Germany","tech_villa","Tech Villa",10000000.0,19500.0,"Private Cinema",7000000.0,44850.0
"Berlin, Germany","berlin_skyline_estate","Berlin Skyline Estate",25000000.0,48750.0,"Sky Terrace",7500000.0,63375.0
"Berlin, Germany","berlin_skyline_estate","Berlin Skyline Estate",25000000.0,48750.0,"Helipad",12500000.0,82875.0
"Berlin, Germany","berlin_skyline_estate","Berlin Skyline Estate",25000000.0,48750.0,"Luxury Suites",17500000.0,112125.0
"London, UK","council_flat","Council Flat",40000.0,46.0,"Insulation",12000.0,59.8
"London, UK","council_flat","Council Flat",40000.0,46.0,"New Windows",20000.0,78.2
"London, UK","council_flat","Council Flat",40000.0,46.0,"Smart Heating",28000.0,105.8
"London, UK","terraced_house","Terraced House",80000.0,100.0,"Back Garden",24000.0,130.0
"London, UK","terraced_house","Terraced House",80000.0,100.0,"Loft Conversion",40000.0,170.0
"London, UK","terraced_house","Terraced House",80000.0,100.0,"Modern Kitchen",56000.0,230.0
"London, UK","georgian_townhouse","Georgian Townhouse",200000.0,270.0,"Restored Facade",60000.0,351.0
"London, UK","georgian_townhouse","Georgian Townhouse",200000.0,270.0,"Fireplace",100000.0,459.0
"London, UK","georgian_townhouse","Georgian Townhouse",200000.0,270.0,"Smart AC",140000.0,621.0
"London, UK","modern_condo_london","Modern Condo",400000.0,580.0,"Balcony Garden",120000.0,754.0
"London, UK","modern_condo_london","Modern Condo",400000.0,580.0,"Smart Home",200000.0,986.0
"London, UK","modern_condo_london","Modern Condo",400000.0,580.0,"Luxury Bath",280000.0,1334.0
"London, UK","riverside_apartment","Riverside Apartment",1000000.0,1550.0,"River Deck",300000.0,2015.0
"London, UK","riverside_apartment","Riverside Apartment",1000000.0,1550.0,"Private Gym",500000.0,2635.0
"London, UK","riverside_apartment","Riverside Apartment",1000000.0,1550.0,"Smart Security",700000.0,3565.0
"London, UK","luxury_flat_london","Luxury Flat",2000000.0,3300.0,"Marble Floors",600000.0,4290.0
"London, UK","luxury_flat_london","Luxury Flat",2000000.0,3300.0,"Rooftop Terrace",1000000.0,5610.0
"London, UK","luxury_flat_london","Luxury Flat",2000000.0,3300.0,"Home Theater",1400000.0,7590.0
"London, UK","mayfair_mansion","Mayfair Mansion",5000000.0,8750.0,"Grand Hall",1500000.0,11375.0
"London, UK","mayfair_mansion","Mayfair Mansion",5000000.0,8750.0,"Private Pool",2500000.0,14875.0
"London, UK","mayfair_mansion","Mayfair Mansion",5000000.0,8750.0,"Luxury Spa",3500000.0,20125.0
"London, UK","skyline_penthouse_london","Skyline Penthouse",10000000.0,18500.0,"Sky Lounge",3000000.0,24050.0
"London, UK","skyline_penthouse_london","Skyline Penthouse",10000000.0,18500.0,"Helipad",5000000.0,31450.0
"London, UK","skyline_penthouse_london","Skyline Penthouse",10000000.0,18500.0,"Private Cinema",7000000.0,42550.0
"London, UK","historic_estate","Historic Estate",25000000.0,48750.0,"Restored Gardens",7500000.0,63375.0
"London, UK","historic_estate","Historic Estate",25000000.0,48750.0,"Helipad",12500000.0,82875.0
"London, UK","historic_estate","Historic Estate",25000000.0,48750.0,"Luxury Suites",17500000.0,112125.0
"London, UK","london_iconic_tower","London Iconic Tower",50000000.0,102500.0,"Sky Bridge",15000000.0,133250.0
"London, UK","london_iconic_tower","London Iconic Tower",50000000.0,102500.0,"Helipad",25000000.0,174250.0
"London, UK","london_iconic_tower","London Iconic Tower",50000000.0,102500.0,"Private Spa",35000000.0,235750.0
"Rural Mexico","adobe_hut","Adobe Hut",600.0,0.69,"Clay Roof",180.0,0.9
"Rural Mexico","adobe_hut","Adobe Hut",600.0,0.69,"Wooden Door",300.0,1.17
"Rural Mexico","adobe_hut","Adobe Hut",600.0,0.69,"Water Pump",420.0,1.59
"Rural Mexico","clay_house","Clay House",1200.0,1.5,"Tile Floor",360.0,1.95
"Rural Mexico","clay_house","Clay House",1200.0,1.5,"Solar Lanterns",600.0,2.55
"Rural Mexico","clay_house","Clay House",1200.0,1.5,"Rainwater Tank",840.0,3.45
"Rural Mexico","brick_cottage_mexico","Brick Cottage",3000.0,4.05,"Tin Roof",900.0,5.27
"Rural Mexico","brick_cottage_mexico","Brick Cottage",3000.0,4.05,"Patio",1500.0,6.89
"Rural Mexico","brick_cottage_mexico","Brick Cottage",3000.0,4.05,"Solar Panels",2100.0,9.32
"Rural Mexico","hacienda_bungalow","Hacienda Bungalow",6000.0,8.7,"Courtyard",1800.0,11.31
"Rural Mexico","hacienda_bungalow","Hacienda Bungalow",6000.0,8.7,"Tile Roof",3000.0,14.79
"Rural Mexico","hacienda_bungalow","Hacienda Bungalow",6000.0,8.7,"AC Unit",4200.0,19.99
"Rural Mexico","village_flat","Village Flat",15000.0,23.25,"Balcony",4500.0,30.23
"Rural Mexico","village_flat","Village Flat",15000.0,23.25,"Kitchen Upgrade",7500.0,39.53
"Rural Mexico","village_flat","Village Flat",15000.0,23.25,"Solar Water Heater",10500.0,53.48
"Rural Mexico","rural_villa","Rural Villa",30000.0,49.5,"Garden Patio",9000.0,64.35
"Rural Mexico","rural_villa","Rural Villa",30000.0,49.5,"Pool Addition",15000.0,84.15
"Rural Mexico","rural_villa","Rural Villa",30000.0,49.5,"Smart AC",21000.0,113.85
"Rural Mexico","eco_casa","Eco-Casa",75000.0,131.25,"Solar Grid",22500.0,170.63
"Rural Mexico","eco_casa","Eco-Casa",75000.0,131.25,"Compost System",37500.0,223.13
"Rural Mexico","eco_casa","Eco-Casa",75000.0,131.25,"Rainforest Deck",52500.0,301.88
"Rural Mexico","farmstead","Farmstead",150000.0,277.5,"Irrigation System",45000.0,360.75
"Rural Mexico","farmstead","Farmstead",150000.0,277.5,"Livestock Barn",75000.0,471.75
"Rural Mexico","farmstead","Farmstead",150000.0,277.5,"Tractor Shed",105000.0,638.25
"Rural Mexico","countryside_estate","Countryside Estate",300000.0,585.0,"Guest Wing",90000.0,760.5
"Rural Mexico","countryside_estate","Countryside Estate",300000.0,585.0,"Private Well",150000.0,994.5
"Rural Mexico","countryside_estate","Countryside Estate",300000.0,585.0,"Smart Home",210000.0,1345.5
"Rural Mexico","hacienda_grande","Hacienda Grande",600000.0,1230.0,"Grand Courtyard",180000.0,1599.0
"Rural Mexico","hacienda_grande","Hacienda Grande",600000.0,1230.0,"Infinity Pool",300000.0,2091.0
"Rural Mexico","hacienda_grande","Hacienda Grande",600000.0,1230.0,"Luxury Spa",420000.0,2829.0
"Mexico City, Mexico","barrio_flat","Barrio Flat",4000.0,4.6,"Brick Walls",1200.0,5.98
"Mexico City, Mexico","barrio_flat","Barrio Flat",4000.0,4.6,"Tin Roof",2000.0,7.82
"Mexico City, Mexico","barrio_flat","Barrio Flat",4000.0,4.6,"Water Tank",2800.0,10.58
"Mexico City, Mexico","concrete_unit_mexico","Concrete Unit",8000.0,10.0,"Window Grilles",2400.0,13.0
"Mexico City, Mexico","concrete_unit_mexico","Concrete Unit",8000.0,10.0,"Ceiling Fans",4000.0,17.0
"Mexico City, Mexico","concrete_unit_mexico","Concrete Unit",8000.0,10.0,"AC Unit",5600.0,23.0
"Mexico City, Mexico","colonial_house","Colonial House",20000.0,27.0,"Restored Facade",6000.0,35.1
"Mexico City, Mexico","colonial_house","Colonial House",20000.0,27.0,"Courtyard",10000.0,45.9
"Mexico City, Mexico","colonial_house","Colonial House",20000.0,27.0,"Solar Panels",14000.0,62.1
"Mexico City, Mexico","mid_rise_apartment","Mid-Rise Apartment",40000.0,58.0,"Balcony",12000.0,75.4
"Mexico City, Mexico","mid_rise_apartment","Mid-Rise Apartment",40000.0,58.0,"Smart Lights",20000.0,98.6
"Mexico City, Mexico","mid_rise_apartment","Mid-Rise Apartment",40000.0,58.0,"Rooftop Access",28000.0,133.4
"Mexico City, Mexico","gated_condo","Gated Condo",100000.0,155.0,"Security Gate",30000.0,201.5
"Mexico City, Mexico","gated_condo","Gated Condo",100000.0,155.0,"Pool Addition",50000.0,263.5
"Mexico City, Mexico","gated_condo","Gated Condo",100000.0,155.0,"Smart AC",70000.0,356.5
"Mexico City, Mexico","modern_loft_mexico","Modern Loft",200000.0,330.0,"Exposed Brick",60000.0,429.0
"Mexico City, Mexico","modern_loft_mexico","Modern Loft",200000.0,330.0,"Open Plan",100000.0,561.0
"Mexico City, Mexico","modern_loft_mexico","Modern Loft",200000.0,330.0,"Luxury Bath",140000.0,759.0
"Mexico City, Mexico","luxury_suite_mexico","Luxury Suite",500000.0,875.0,"Marble Floors",150000.0,1137.5
"Mexico City, Mexico","luxury_suite_mexico","Luxury Suite",500000.0,875.0,"Private Terrace",250000.0,1487.5
"Mexico City, Mexico","luxury_suite_mexico","Luxury Suite",500000.0,875.0,"Home Theater",350000.0,2012.5
"Mexico City, Mexico","high_rise_tower_mexico","High-Rise Tower",1000000.0,1850.0,"Sky Lounge",300000.0,2405.0
"Mexico City, Mexico","high_rise_tower_mexico","High-Rise Tower",1000000.0,1850.0,"Rooftop Pool",500000.0,3145.0
"Mexico City, Mexico","high_rise_tower_mexico","High-Rise Tower",1000000.0,1850.0,"Smart Security",700000.0,4255.0
"Mexico City, Mexico","historic_penthouse","Historic Penthouse",2000000.0,3900.0,"Restored Facade",600000.0,5070.0
"Mexico City, Mexico","historic_penthouse","Historic Penthouse",2000000.0,3900.0,"Private Pool",1000000.0,6630.0
"Mexico City, Mexico","historic_penthouse","Historic Penthouse",2000000.0,3900.0,"Luxury Spa",1400000.0,8970.0
"Mexico City, Mexico","mexico_city_skyline","Mexico City Skyline",4000000.0,8200.0,"Sky Terrace",1200000.0,10660.0
"Mexico City, Mexico","mexico_city_skyline","Mexico City Skyline",4000000.0,8200.0,"Helipad",2000000.0,13940.0
"Mexico City, Mexico","mexico_city_skyline","Mexico City Skyline",4000000.0,8200.0,"Private Elevator",2800000.0,18860.0
"Miami, Florida","beach_condo","Beach Condo",30000.0,34.5,"Deck Extension",9000.0,44.85
"Miami, Florida","beach_condo","Beach Condo",30000.0,34.5,"Waterproof Roof",15000.0,58.65
"Miami, Florida","beach_condo","Beach Condo",30000.0,34.5,"Smart AC",21000.0,79.35
"Miami, Florida","bungalow","Bungalow",60000.0,75.0,"Porch Swing",18000.0,97.5
"Miami, Florida","bungalow","Bungalow",60000.0,75.0,"Solar Panels",30000.0,127.5
"Miami, Florida","bungalow","Bungalow",60000.0,75.0,"Outdoor Kitchen",42000.0,172.5
"Miami, Florida","oceanfront_flat","Oceanfront Flat",150000.0,202.5,"Sea View Windows",45000.0,263.25
"Miami, Florida","oceanfront_flat","Oceanfront Flat",150000.0,202.5,"Balcony Garden",75000.0,344.25
"Miami, Florida","oceanfront_flat","Oceanfront Flat",150000.0,202.5,"Luxury Bath",105000.0,465.75
"Miami, Florida","modern_villa_miami","Modern Villa",300000.0,435.0,"Pool Addition",90000.0,565.5
"Miami, Florida","modern_villa_miami","Modern Villa",300000.0,435.0,"Smart Home",150000.0,739.5
"Miami, Florida","modern_villa_miami","Modern Villa",300000.0,435.0,"Private Gym",210000.0,1000.5
"Miami, Florida","luxury_condo_miami","Luxury Condo",750000.0,1162.5,"Marble Floors",225000.0,1511.25
"Miami, Florida","luxury_condo_miami","Luxury Condo",750000.0,1162.5,"Rooftop Terrace",375000.
